Ovary_1	Ovary_2	Ovary_3	Testis_1	Testis_2	Testis_3
769	537	259	675	1108	663
389	405	194	16875	20353	14175
438	513	444	157	106	170
1124	654	310	87	86	61
964	653	589	90	72	125
14040	7838	5463	355	918	524
339	320	173	532	361	462
79	110	43	21	23	5
949	1047	612	1104	1305	630
614	465	280	127	147	112
981	988	386	220	211	273
486	401	371	740	728	769
0	0	0	0	0	0
8	3	1	10	8	10
2236	2122	1284	1052	1090	963
678	594	297	409	357	303
288	242	133	205	364	273
3299	3297	1611	3928	2976	3020
2	3	3	0	2	0
3182	3274	1941	435	540	520
35085	33035	22743	5217	6523	6509
40	4	3	150	263	230
1023	981	360	406	277	310
2818	2690	1410	2467	2739	1994
328	496	376	50	88	72
4	7	2	13	5	23
224	188	94	276	365	180
381	458	155	446	316	228
258	308	111	19	32	19
37	17	30	5	4	3
2	11	3	31	10	14
0	3	0	14	18	22
26	31	9	4453	7278	6071
2373	2327	1096	526	546	476
167	230	211	17	30	24
1495	1610	758	791	904	775
247	312	140	209	387	258
1512	1626	956	1414	1488	1426
785	775	396	335	424	376
7	8	5	63	100	131
13	17	12	0	2	5
187	160	74	349	317	310
7	7	7	26	30	31
8	31	21	1	2	0
0	0	0	0	5	3
0	0	0	2	2	1
1	2	3	4	16	2
92	140	44	2	5	1
3	9	1	0	0	0
168	110	83	90	66	60
1321	1561	1257	578	714	754
117	128	18	20	26	11
337	265	297	114	126	42
177	215	133	55	85	89
7861	7505	4245	2083	2353	2215
2800	2424	1182	1388	2492	2029
436	371	204	209	318	255
1132	803	508	505	578	522
2528	2509	1428	641	740	607
202	197	153	59	76	76
0	0	0	38	32	0
882	1020	617	85	124	111
566	469	293	1273	1769	1088
6	5	1	74	205	288
692	631	367	161	196	177
31	105	14	1	7	6
5	6	5	175	319	233
16	29	6	1	5	0
1568	1983	1150	1505	1613	1369
2501	2574	1246	1860	2332	1939
143	212	100	123	178	146
91	104	65	56	80	82
1224	1420	616	925	1528	1075
3722	3940	2217	7423	7290	6135
153	153	58	70	103	80
8013	8610	3956	1686	1793	1476
1198	1192	660	940	1126	918
511	541	245	3453	3219	2207
17859	19329	9671	9536	11255	8427
1237	1077	552	411	509	360
51	32	20	8	29	16
885	1022	693	201	383	241
1912	1965	905	1609	2452	2074
1305	1144	606	1349	1533	1160
2588	2387	1512	2163	2278	1882
488	573	301	421	381	357
147	93	41	31	40	36
2298	2172	1264	589	738	582
165	75	39	1873	1677	1983
1358	1282	487	917	879	722
1141	1123	566	544	467	429
1555	1678	772	896	1643	1084
1394	1379	454	266	392	267
5	4	2	10	9	9
0	0	0	0	1	1
1130	811	332	1349	1528	1301
3046	3482	1853	796	928	668
886	499	234	479	780	571
971	773	445	138	133	116
553	638	375	1495	2229	1898
2	1	3	84	119	75
260	152	86	49	54	47
1	0	1	711	632	601
53	76	33	439	325	231
73	37	12	68	49	87
2102	3172	1830	6544	6298	5505
376	381	293	159	167	176
2573	2499	1648	439	590	652
516	325	214	142	154	220
672	959	733	120	142	104
0	0	0	17	13	1
9	5	14	39135	43656	30669
4	0	0	6	18	8
294	119	28	23	20	37
941	751	325	310	369	273
1150	1277	695	2600	2869	2452
6987	7186	4459	1013	976	1066
144	109	75	15	20	21
5137	5044	2872	2533	3064	2310
1133	875	580	171	219	192
8	2	2	43	75	66
306	194	121	461	1012	826
2432	2445	1573	1907	2408	1986
389	257	144	1064	859	803
759	803	598	93	81	133
155	306	265	387	524	245
648	617	471	646	771	201
752	658	309	161	183	122
512	706	243	2271	1520	1727
357	254	252	351	1021	463
134	135	57	21	92	37
579	933	209	98	170	134
902	798	480	76	60	80
648	598	240	602	572	1076
750	592	406	845	823	981
390	490	231	1324	766	578
71	91	57	11	8	48
23	23	15	7	7	43
39	36	17	8	9	38
0	0	0	5	2	13
14	27	11	10	20	9
203	282	138	48	72	24
585	590	284	294	604	387
867	1259	622	418	382	582
64	156	38	759	866	1265
1	4	1	2	15	0
1644	1847	711	378	481	393
129	133	104	1	5	21
14	14	26	33	21	7
2	2	1	4	5	0
0	0	0	1	1	5
2663	2052	1398	868	1147	945
333	277	134	30	35	27
1034	1217	647	1417	1149	874
2059	1732	997	2074	1914	2385
630	817	435	409	405	520
111	98	62	133	275	116
4045	3753	1817	27225	34103	25093
2236	2100	1194	1617	2082	1604
1681	2016	998	646	689	707
1220	1193	768	575	594	293
35	35	17	19	21	11
1133	993	542	566	707	441
903	560	421	344	749	420
504	334	230	738	606	781
2497	2215	1515	1151	1854	1275
2730	2687	1689	1120	1690	1263
907	1108	581	315	340	353
13	10	1	5	2	6
969	1287	652	220	301	213
1254	1312	795	358	296	319
277	316	183	1068	1177	759
122	89	81	1079	1787	1248
176	237	120	294	365	377
2482	2151	1147	1840	807	1763
2523	2505	1362	3651	3658	3021
846	902	486	67	61	42
1590	1653	641	278	286	235
260	365	161	22	18	14
199	158	102	389	408	184
57	32	29	0	5	2
1525	1536	1107	608	689	711
17	22	12	1	0	0
2	6	5	0	8	11
314	418	177	57	59	54
0	0	0	0	0	3
1010	2904	476	5	4	4
41	71	21	14	9	11
99	216	135	43	49	32
282	86	38	101	253	213
0	2	0	1	2	1
2336	2183	1115	676	1081	795
203	180	91	40	46	47
1274	971	568	580	502	505
4084	3232	1903	5452	5429	5511
372	320	118	232	238	159
102	84	49	110	86	59
44	50	61	51	47	94
5	10	6	2	6	5
1787	1961	1117	515	1674	496
45	85	32	6	8	3
113	133	68	22	38	24
554	515	389	1011	885	1179
226	250	52	123	144	105
12	19	3	51	96	50
199	182	73	337	541	303
2	2	0	13	21	30
671	447	233	491	458	419
426	442	200	128	120	126
41	92	13	4	4	13
1	0	1	8	7	5
0	0	0	1	2	2
1	0	0	0	4	2
5	11	3	8	17	6
24	2	9	57	79	20
428	458	267	373	389	466
607	456	169	113	203	112
1760	1523	673	675	611	744
531	493	286	279	276	245
232	227	113	808	801	608
34	31	16	271	191	256
1460	1378	692	963	1286	697
706	547	256	620	760	559
421	444	188	162	235	167
2890	2805	1957	913	1088	768
1004	1226	487	312	313	313
12065	11139	5427	3334	3479	2491
50	63	22	8	9	7
5	11	5	1	2	2
37	10	24	1859	1889	1653
1129	1213	514	239	286	189
60	51	29	90	77	56
273	243	153	259	382	251
898	684	328	1360	1276	1022
3255	3236	2082	517	555	550
371	453	225	32	35	37
3100	2523	1398	90	166	70
76	137	33	1087	1350	1952
2490	2425	1198	8934	9646	8477
603	558	210	35	73	86
14	6	5	5	7	8
1513	1790	926	333	377	314
7733	6707	3394	165089	173068	106312
197	199	198	64	124	57
1333	1294	717	732	986	756
985	924	366	63	138	68
1327	1163	491	99	99	102
1981	1971	1313	766	1013	637
267	400	331	7	35	12
101	129	95	0	1	2
114	71	34	18	16	15
1369	1142	551	310	335	302
1993	2034	1127	303	340	272
462	448	198	33	89	56
411	893	571	186	228	170
2346	2300	1151	1315	1121	1088
78	63	24	0	2	3
30	56	16	2	1	2
1	1	0	0	4	0
50	115	71	1	4	1
1693	1239	1815	125	144	121
269	425	329	84	107	57
142	187	121	547	1262	129
53	57	30	9	13	5
519	423	272	582	754	499
2	0	0	5	7	1
2	2	0	7	19	6
245	190	84	14	81	19
0	0	0	0	1	2
0	0	0	0	2	0
0	0	0	1	5	0
12	1	1	0	0	0
452	214	162	20	50	11
0	0	0	1	3	0
1942	1996	1065	15647	20511	12853
184	203	62	160	74	55
2960	2548	1205	359	415	513
0	0	0	0	0	0
15	5	3	1	5	1
1617	1392	750	1150	1704	1259
277	236	218	487	617	451
965	1046	654	191	214	206
323	236	152	195	209	211
632	691	327	125	125	73
688	640	286	68	95	47
766	488	345	442	869	347
1735	1547	833	84	134	309
325	284	121	163	132	142
882	834	485	143	105	100
1387	382	259	139	175	195
623	392	204	63	163	68
912	662	624	50	34	42
0	0	0	0	0	0
817	599	349	1117	1148	974
1483	1427	860	463	494	523
296	227	106	112	120	106
563	546	343	155	218	183
240	284	121	654	1073	965
5192	4398	2366	2250	2670	2259
2038	2956	1366	798	823	626
13	13	10	0	1	0
2616	3274	1313	1461	1755	1169
344	229	174	102	119	101
967	839	394	1132	1409	1331
1993	1889	1089	39070	48406	35000
1076	803	404	18394	26006	17178
10397	11096	8226	2945	4841	3953
218	188	98	4011	5396	3658
3517	3604	1668	1424	1927	1484
1267	1285	728	580	736	532
659	670	424	405	648	382
1142	1280	867	798	1114	799
2147	2023	1503	627	892	756
521	395	166	144	319	212
425	340	174	702	297	249
556	365	228	27	52	40
2849	2637	1519	238	356	265
21	17	12	6	8	14
299	296	170	141	189	121
2716	3297	1681	4559	4439	4099
2887	2407	1061	178	270	199
714	846	355	174	225	172
56	38	43	19	26	25
356	236	215	114	134	97
412	459	316	1045	902	912
1871	2232	1295	892	656	881
244	194	107	3	6	5
0	0	0	0	0	0
21	13	13	7	32	23
15	8	8	8	2	3
1712	1454	834	1681	2438	1378
1360	1085	737	175	153	147
1	2	0	0	0	0
64	73	46	3	7	9
58	74	41	19	54	56
130	88	51	38	73	71
748	823	346	210	177	140
598	649	304	174	210	213
1122	974	483	1384	948	834
1949	1922	981	11375	10247	10129
1202	1162	824	1796	2418	1474
1240	1980	1044	649	909	649
14	31	11	134	75	65
487	610	270	1400	747	891
165	110	61	56	10	24
2378	2478	1513	487	515	389
9	105	7	10	16	13
1206	1134	759	288	338	404
5062	4705	3414	914	1518	1101
1	2	2	0	2	1
31	7	7	4	9	4
456	388	286	49	157	55
856	517	354	492	389	504
5357	5679	3121	2797	3421	2544
236	109	66	186	311	272
54	33	25	16	9	15
69	41	26	24	12	33
4230	5077	3641	6789	8239	6755
2401	1388	890	604	922	785
865	766	614	298	250	392
674	723	438	500	443	323
612	502	458	211	281	212
151	125	94	56	64	83
5510	5863	3799	9322	11717	9829
294	324	165	186	236	195
14	4	10	3208	3789	2961
0	0	0	0	0	0
463	440	218	577	605	532
390	363	192	841	902	1012
108	86	48	5272	6204	3547
73	34	80	7735	7751	6223
2691	2805	2087	843	1716	1471
79	55	29	87	142	105
12	98	11	32	56	26
441	363	158	253	248	194
1349	1434	787	276	341	242
159	111	91	41	72	53
1022	1247	871	2608	2304	1543
640	634	300	278	276	236
14240	14490	8731	10620	10992	8137
2	0	0	4	4	1
6	5	1	0	1	0
9	15	2	4	4	1
725	679	365	300	139	104
634	434	239	243	165	109
2568	2409	1416	512	697	592
512	552	267	282	258	156
218	257	223	206	118	105
407	366	226	61	34	34
142	104	45	36	36	31
1	1	0	11	0	0
1162	3241	579	13	24	42
157	358	280	20	3	17
121	562	116	1	2	0
325	197	145	5	27	10
2150	1597	704	28	69	25
887	1725	764	5717	5468	3754
1735	2018	986	1368	1446	943
4	5	1	4	3	4
690	747	537	533	413	402
3691	3221	2476	137	444	334
55	102	100	1	0	0
88	92	29	1	2	1
415	447	209	3	8	4
351	350	168	136	176	61
1443	1197	669	3409	4296	3804
1062	1071	725	2451	3287	2098
79	44	36	3307	4526	2690
0	0	0	0	0	0
0	0	0	0	0	0
46	55	19	9	3	10
308	220	117	20	29	26
687	796	340	10	37	11
2317	1924	836	118	115	104
0	1	1	0	1	0
23	17	6	7	14	9
1274	1416	775	643	763	715
4805	4911	2829	2268	2856	2144
1783	1572	851	4740	6290	4457
1226	1216	672	1225	1136	1181
116	91	63	116	117	124
2118	2173	1244	1011	1146	819
518	249	239	365	497	277
1107	941	611	115	77	94
327	335	185	21	15	26
1	1	0	1	9	9
5	2	0	9	18	9
979	891	551	499	717	658
20	39	13	66	109	94
917	809	325	504	508	502
423	348	205	222	195	246
944	1153	546	281	268	227
3037	2950	2056	4717	6350	6012
184	142	134	183	248	176
0	0	0	27	0	1
3	3	3	5	10	4
1219	1527	820	345	492	394
539	296	227	119	185	158
187	75	48	51	77	83
430	134	159	19	74	17
32	43	31	103	215	100
3071	2465	1600	3311	4187	2960
2829	2941	1564	405	481	408
3216	3585	3519	781	932	1318
349	334	169	415	337	472
1	1	0	2	1	1
2754	2501	1712	5445	5480	4175
277	363	166	370	341	322
315	208	150	1355	848	1659
1194	1188	662	1656	1714	1353
40	36	16	1527	1738	1563
55	27	34	741	729	551
0	0	0	9	18	6
744	961	494	328	386	249
7	10	2	1	5	6
75	80	52	128	126	111
170	143	141	12	34	13
460	424	224	1179	1381	1220
132	110	71	303	384	415
1123	1273	659	1256	1580	1060
0	0	1	0	1	0
115	139	73	134	169	148
301	295	119	361	568	353
1854	2025	1073	951	1230	997
2343	2299	991	1584	2117	1564
1138	1088	1059	407	536	438
1480	1395	686	735	909	684
0	1	1	0	2	1
5	4	1	19	25	12
0	0	0	3	6	0
16	52	2	194	223	23
6	6	1	2	6	4
1094	1274	652	292	363	290
2358	1806	1028	2009	2181	1747
318	287	88	291	512	431
1123	1546	634	176	161	170
21	19	16	9	11	13
147	142	80	50	77	52
2	4	1	1	1	1
1153	724	731	124	117	85
7157	8005	4004	3132	3295	2453
549	520	320	685	913	519
883	963	468	497	687	477
1710	1745	890	671	838	606
571	490	302	1499	1767	1607
31263	30522	13472	7852	11042	9591
2689	2807	1566	1041	1439	1001
1723	1466	801	244	366	256
733	669	555	216	247	247
4	3	3	2	0	1
1326	1001	714	596	661	470
1	0	0	1	1	0
15	8	1	19	48	16
3	3	1	27	19	21
4	6	5	138	90	210
441	549	305	169	204	151
239	252	177	127	185	134
493	496	301	367	476	330
1359	1218	944	156	171	170
1158	1151	535	432	539	405
509	446	216	253	237	296
845	749	428	870	1350	800
3	2	7	830	1090	807
3	9	0	528	736	468
17	4	2	2901	3927	2468
0	0	0	7	6	4
1987	2110	855	4345	7250	4078
329	258	170	665	751	565
145	73	37	348	425	388
11	3	0	8	9	10
24	10	5	3	1	8
53	56	23	13	13	25
123	106	35	340	347	290
710	644	370	720	699	539
12	8	3	3	5	3
113	141	71	18	30	16
256	215	135	630	842	331
522	428	221	216	235	194
1230	1165	442	453	2375	336
87	79	98	77	113	96
7390	7320	3796	1050	1308	1001
316	315	139	420	358	293
998	772	607	269	392	285
50	47	76	23	23	27
917	874	537	138	134	118
1143	1097	584	2083	2365	1917
1416	1361	689	4564	5759	3663
0	0	0	5	7	3
436	333	148	168	251	128
16	4	8	1	1	2
136	54	5	1	5	1
9	5	5	4	2	2
38	36	10	11	12	2
1421	1425	699	1311	1599	964
2	1	1	0	1	0
731	581	227	249	250	161
59	39	53	22	51	105
48	16	19	6300	7558	5800
1847	1345	820	371	376	401
1	1	0	29	24	24
680	422	230	281	328	236
551	302	232	1543	1904	1621
7	16	0	128	66	104
0	0	0	1	1	3
0	0	0	1	1	2
22	23	13	138	64	78
0	1	0	2	1	1
434	297	186	2	2	4
344	156	147	1	2	8
1008	686	402	51	38	37
601	707	303	400	538	576
0	0	0	1380	1893	1482
146	129	69	1631	2345	1803
0	0	1	3662	4066	3302
1421	1439	714	1835	1901	1629
660	1301	536	630	849	788
11	10	21	58	92	63
1327	966	584	70	353	67
625	761	370	331	311	235
4	0	1	2	1	1
0	0	0	4	14	3
0	0	0	0	0	0
1	4	1	0	1	1
6	2	0	1	1	6
464	482	280	151	166	169
789	862	480	88	104	74
145	114	76	27	52	39
3169	3374	2075	1004	1424	1163
431	469	304	237	204	179
2358	2553	1140	1095	2068	1863
585	532	243	284	410	340
4339	4050	2217	3483	5137	3915
1574	1733	820	1787	6350	1723
88	66	40	854	1094	896
27	14	7	45	75	60
1207	1281	662	520	673	526
7252	7006	3618	1370	1500	1739
128	220	107	140	81	86
2527	2132	1328	1942	2745	1819
977	567	478	49	84	80
90	45	48	1354	1756	928
459	199	399	2153	3109	2845
739	587	280	460	426	368
405	390	228	342	317	321
2382	1836	1176	1195	1791	2729
3841	3830	1975	567	702	543
245	328	120	137	194	41
6679	6023	3339	1540	1284	1481
2935	2750	1475	2313	2732	2280
397	464	275	1239	2198	1471
706	884	528	15	9	23
2	2	0	2	1	0
3	3	1	24	27	30
0	0	1	13	4	9
0	0	0	17	18	21
6	5	5	17	13	11
2201	1935	1284	2178	3328	2224
399	361	179	79	91	99
1409	970	609	285	332	265
967	1398	890	1145	1645	1273
95	85	56	94	72	85
1456	1084	745	2056	2697	2514
526	442	236	168	188	168
245	163	253	41	38	59
25	4	0	7	9	6
2	0	0	16	5	7
2328	2594	1408	1355	1209	1466
3	1	0	106	62	61
1	2	1	19	43	37
1826	1568	948	590	591	568
1826	1001	991	30	71	75
3	9	7	25	21	16
5099	5038	2726	1095	1275	992
27	17	7	933	808	776
603	581	303	1860	2206	1933
4548	4906	2471	819	639	721
108	132	70	107	107	97
2034	2019	906	3048	3758	3058
232	268	175	7	15	9
48	63	19	137	133	207
48	34	94	3	1	4
6762	7079	2811	4007	5824	4742
438	394	200	117	150	116
3	7	1	5	8	8
15	14	14	41	158	139
0	0	0	2	2	1
463	403	187	120	220	218
1682	1460	737	265	279	239
2275	2060	1147	1706	2490	2492
0	0	0	1	18	10
0	0	0	668	666	467
58	61	12	47	64	99
31	3	0	6	11	10
15	1	1	1	2	2
1027	98	65	12	27	10
9	15	1	66	125	64
43	4	1	2	3	0
188	56	24	5	15	8
81	96	76	97	96	82
828	759	448	1528	2004	1416
1095	978	609	549	679	636
174	143	94	518	380	748
7500	7683	3841	4546	5919	5163
6	6	3	1	3	3
9	19	5	0	4	2
222	161	114	66	67	57
1101	982	584	292	287	270
2866	2592	1235	1729	1400	1340
317	286	135	108	127	100
657	552	355	96	145	119
206	207	88	53	59	34
138	129	88	95	129	76
289	390	209	135	121	127
1670	1990	1048	2122	2586	1889
212	160	90	96	111	57
817	886	442	510	703	449
2003	1935	976	1925	1830	1314
136	158	110	111	118	178
22	19	10	1	5	6
6	2	6	0	3	1
733	780	376	4746	4904	3223
854	787	498	458	472	471
6166	6492	3632	2536	2768	2597
2554	2252	1645	1349	1190	1348
701	500	398	219	277	205
1497	1435	803	407	450	378
2166	2198	1650	945	1080	791
631	439	309	37	56	53
7667	7395	4186	4446	5806	4346
106	94	58	33	29	20
43	47	36	1146	1010	995
16	18	9	1036	1034	798
2424	2100	1344	1193	1553	1361
1294	1094	1084	21	15	30
5088	3372	2984	949	1603	885
988	1014	471	561	747	509
2500	2382	1338	564	749	597
36	47	15	8	12	6
176	144	94	583	448	706
187	396	260	334	261	400
0	0	0	3	3	0
3	4	4	2	1	2
1266	1008	599	41	36	34
775	750	443	4521	4817	4475
135	103	46	126	183	119
1481	1449	767	856	1074	823
1	2	0	1	0	2
0	1	0	2	0	2
2736	2763	1561	3102	3183	2664
394	371	195	2182	2488	1978
4	3	1	7	7	12
1495	1109	991	820	673	846
31	31	28	17	6	12
105	88	63	53	54	54
0	2	1	10	14	12
0	2	3	15	9	9
168	182	86	82	109	63
2192	2032	1014	1229	1407	949
5812	5318	2528	897	622	549
3559	3232	1809	11757	12724	9216
645	481	266	1125	1080	1020
3379	3467	2167	2117	2556	2191
680	542	280	84	87	105
10636	9731	6416	4691	4729	3813
1	0	0	1	0	0
3	0	0	0	0	0
199	206	100	88	94	74
736	710	433	502	648	566
86	101	39	128	164	155
1379	1671	930	851	976	523
969	952	671	278	243	197
1	0	0	0	1	1
1328	1220	612	2510	1936	2061
123	220	102	48	34	60
1553	1620	936	456	508	535
3	11	9	3	6	6
2	2	4	4	5	3
7332	7868	3090	10020	9194	5565
15	17	23	422	382	194
786	992	434	118	177	151
2089	1992	1243	952	1180	1020
2003	1661	834	2538	2238	2316
212	130	86	335	249	159
48	27	40	51	38	62
2508	1832	1223	666	612	450
34	36	22	34	56	38
1081	1457	869	1096	1594	1000
45	3	39	41	29	26
4589	3699	2271	750	775	673
3	3	3	6	12	6
3776	4173	2535	691	817	717
1000	889	536	638	892	573
3	7	9	244	8	114
2	6	0	7	1	4
1069	1069	717	1358	1583	1270
665	542	332	526	408	442
3850	3507	1890	4242	4358	4814
63	49	43	21	39	16
527	451	120	357	371	288
852	687	583	1286	1601	1240
3890	4088	2734	1311	1807	1450
239	133	145	98	107	80
203	233	85	161	204	188
42608	46813	21528	56662	63904	54326
722	626	489	203	197	209
475	473	247	1775	1769	1874
550	719	270	445	353	322
0	0	0	0	0	0
912	874	472	327	352	305
521	389	265	690	728	592
27	24	15	74	129	66
176	41	88	265	385	290
40	33	27	353	375	327
199	207	88	1212	1550	1243
172	269	121	248	268	253
1629	1621	950	4130	3678	4540
974	1101	531	302	317	240
1214	1247	857	501	620	515
1566	1477	835	292	406	385
9	4	2	1	5	4
417	442	157	103	100	88
2375	2008	1183	271	251	277
544	416	277	384	793	532
1735	1483	806	313	468	298
332	419	156	298	525	330
235	190	113	88	107	128
2330	2101	1357	701	1120	803
1015	775	472	47	120	115
190	203	112	17	18	17
13	47	8	4	3	2
0	0	0	1	2	1
217	263	230	2471	2455	2185
141	113	42	12	12	20
0	0	1	0	0	0
386	371	236	197	248	176
311	403	211	143	146	197
6043	5711	2979	6673	8400	8019
486	408	218	515	652	252
1	1	0	9	18	11
2284	2114	1066	582	788	510
141	153	89	99	86	89
786	803	533	177	252	196
756	659	357	1005	1173	1082
45843	44999	22117	3987	5192	3925
572	596	278	300	312	240
1582	1543	676	522	567	482
42	50	19	24	27	36
1002	867	441	474	747	496
508	542	312	193	266	204
540	498	204	865	1069	905
2308	2527	1343	339	468	322
2263	1825	1015	1082	1301	954
435	403	254	672	788	581
8	1	1	74	63	61
0	0	0	2	0	2
466	323	210	6	20	12
51	54	40	0	3	2
1242	1115	722	139	238	140
2176	2207	1233	937	2057	1137
1756	2054	976	521	692	440
0	4	2	672	1176	832
1694	1858	951	6075	7503	6552
39	54	12	10	31	10
460	426	195	93	166	118
723	685	356	177	186	210
221	175	144	95	94	80
3019	2970	1575	19898	23552	15974
391	388	231	49	63	47
363	444	217	96	122	73
0	0	0	1	0	2
11	24	5	18	22	15
1384	1033	574	509	605	498
1878	2106	1111	1871	2238	1822
102	93	41	82	98	76
801	626	358	382	532	398
3790	4665	2651	415	670	517
2402	2420	1641	1333	1675	1028
716	971	410	210	187	147
2	4	3	10	25	28
1470	804	897	695	924	731
433	364	245	92	105	73
0	0	0	0	0	0
2627	2657	1505	1536	1941	1535
1149	1155	746	651	847	666
231	190	126	142	151	121
1465	1034	706	1132	1667	1234
213	320	112	202	238	160
39	69	37	27	32	35
15439	16057	7702	3276	4457	2598
937	1192	532	558	744	639
80	94	23	6	12	6
12	7	5	10	19	13
549	681	342	398	528	444
1	1	0	4	1	4
4236	4217	1659	1635	2009	1503
1184	1315	426	357	609	266
237	311	107	195	242	146
153	87	55	56	107	49
2009	1954	854	260	294	270
173	153	69	42	41	65
1069	1055	591	1184	1739	480
606	575	415	345	625	453
1430	1259	1026	5610	6839	6394
15	9	8	50	78	22
1181	1143	659	216	335	231
4668	4528	2797	2270	2871	2061
3038	3551	1419	2511	3131	2108
13	27	16	35	101	47
91	89	37	41	45	32
186	93	104	85	36	14
1228	882	665	149	178	175
9	16	3	565	799	561
117	118	45	231	263	202
638	599	339	1175	1419	1220
918	800	512	246	318	246
513	699	321	834	1029	810
7	9	0	16	31	17
553	827	428	367	770	336
71	86	47	416	466	354
2	0	6	7377	6231	5660
389	414	213	12857	18927	12026
198	160	140	387	609	185
4	2	0	5	9	11
5	7	3	53	68	62
204	357	130	17	31	30
1914	1608	919	637	744	742
2463	2464	1301	1045	1202	1141
66	212	62	39	35	37
41	23	23	261	254	299
31	19	40	310	274	250
1747	1461	791	692	899	699
499	449	211	745	784	700
505	480	259	287	316	250
538	718	248	306	329	299
3356	2560	1214	707	1046	852
92	57	53	71	87	76
16	13	9	36	30	20
1325	1133	749	1944	1799	1728
1811	1451	750	839	550	419
546	797	373	2893	2643	2352
280	248	118	381	495	427
1334	1214	692	2350	2368	1933
362	337	231	309	305	486
326	397	236	304	418	351
502	523	305	555	416	359
472	358	238	629	541	418
733	800	443	347	469	411
219	158	89	46	129	74
36	24	17	8	8	12
31	35	42	33	82	47
23	5	4	4	2	1
689	596	272	2484	2565	1801
252	184	103	87	106	118
998	984	496	651	567	558
89	73	45	248	225	130
4623	4051	2500	1242	1381	1285
13	17	8	36	59	41
560	538	275	2207	2744	1957
108	89	43	589	824	424
822	925	484	10494	12427	9403
52	79	80	1	0	1
13	29	6	38	44	57
1268	1258	770	536	725	494
395	348	199	175	246	197
2026	1689	1087	12491	12627	10528
818	731	463	201	195	194
149	126	81	5550	5341	4079
820	754	418	474	841	481
1563	1720	905	404	553	389
2574	1992	1433	5933	5859	4663
614	668	402	98	138	110
283	285	205	178	201	182
390	496	289	396	515	340
1	0	0	369	560	414
1	2	1	2736	3199	2225
0	0	0	52	28	22
4	0	1	24	45	45
6	3	3	1007	970	685
14	22	19	205	140	102
308	478	539	529	482	391
32	21	15	93	130	63
2	3	2	6	14	7
2	0	4	5	4	6
1044	983	554	2942	3639	2642
119	64	74	151	183	96
67	64	39	383	543	407
811	391	456	882	1416	793
1579	1515	699	1127	1293	971
4	2	0	3	8	0
493	483	329	315	350	417
329	259	222	1103	1320	635
1354	1313	846	1011	1284	835
50	71	113	305	384	226
10	16	9	4620	6476	3812
38	31	12	22	33	19
5775	5274	2954	1565	1901	1543
1846	1915	906	410	469	470
1574	878	705	413	416	387
650	744	316	1905	2358	922
2695	2364	1370	1866	2515	1832
657	444	364	37	61	53
1914	2360	1041	476	524	377
1545	1419	1005	547	628	431
8	6	4	13	23	16
29	10	12	626	763	689
1351	1313	821	409	429	421
73	136	15	0	3	6
2184	2055	1202	3128	3199	2542
853	836	611	347	314	348
45	139	36	116	164	111
43	40	21	41	40	36
2763	3195	1356	1058	1296	1056
1156	429	502	457	412	396
1742	1973	823	1232	1421	1044
2135	1679	1226	223	453	386
550	572	444	220	354	249
106	130	60	192	139	103
261	164	127	407	389	391
1589	953	628	12017	19284	13256
40	348	25	164	55	57
159	311	125	214	82	129
1144	1184	718	1989	2477	1600
7	4	3	95	136	91
2024	2127	1025	1372	1451	1074
172	170	104	114	129	133
3855	4043	2259	614	771	548
116	95	71	18	25	24
81	41	34	11	23	10
15	5	7	6	12	7
5	7	6	0	6	5
7	4	3	4714	5951	3807
0	0	0	2	1	0
516	418	242	213	286	169
107	87	41	6	5	11
713	631	296	43	41	34
5506	4615	3554	440	792	523
0	0	0	1	0	1
1	2	0	1	0	1
1	0	0	0	1	0
3186	1988	1527	39	63	70
2	2	1	0	0	1
1	3	1	1	0	1
0	1	0	1	0	0
5	0	0	2	1	3
178	157	73	181	296	161
2634	2174	1908	1140	1632	1382
626	954	558	166	132	300
2	9	2	17	8	12
1982	2303	1403	3640	3531	3193
28175	28478	12514	35077	38873	32561
4	16	2	18	18	16
4	2	2	12	13	13
56	143	86	6554	8159	6565
117	67	23	20	28	26
6	5	1	4	8	4
1347	1109	587	1213	1677	1312
535	779	341	6201	7011	5505
0	0	0	3	2	3
358	493	189	200	204	124
3232	3351	2485	610	822	552
3915	3513	2002	3100	4011	2928
5	32	0	33	47	30
728	719	205	97	125	62
266	391	194	214	256	181
1189	1351	720	1442	2168	1578
990	1123	502	696	597	487
145	439	109	8	11	5
2759	2920	1775	719	874	737
6323	5104	3400	5023	7369	6062
3	0	1	1	4	1
1579	1252	544	637	1071	713
571	611	257	736	837	513
397	180	136	176	135	115
671	706	400	202	171	170
532	450	258	164	261	193
602	637	322	540	653	605
1550	1397	822	1015	1357	967
118	62	10	227	344	188
12	7	8	16	31	24
721	582	452	154	223	196
1852	2166	1394	9494	9361	6797
2531	2331	1595	4461	6585	4163
20	14	250	4	5	6
740	600	376	1334	1545	1201
2321	2122	1304	771	867	920
309	159	110	88	89	113
36	12	13	1	3	4
4315	4411	2935	4416	5069	3775
1746	1586	883	728	550	743
127	49	76	156	124	170
56	36	40	284	273	273
408	515	206	120	202	160
458	366	211	506	416	473
1100	1114	632	1394	1846	1467
648	525	294	200	176	222
1111	870	554	415	375	405
148	103	48	11	18	17
355	298	188	1	6	14
207	150	89	26	25	41
0	1	0	3	4	3
