Ovary_1	Ovary_2	Ovary_3	Testis_1	Testis_2	Testis_3
407	443	247	103	125	95
41	36	23	465	584	442
700	589	367	750	671	659
266	375	160	459	561	420
181	124	70	67	111	40
2	0	2	904	964	739
64	55	43	4	12	15
0	0	1	5	6	1
0	0	0	1	1	1
0	0	0	0	0	0
0	0	0	7	6	9
0	0	0	0	7	2
0	0	0	10	3	5
0	0	0	2	5	1
5	17	3	238	195	104
0	0	0	101	111	60
2	0	3	279	432	220
2633	2290	1333	1197	1200	856
236	255	135	30	31	56
1	0	0	9	4	3
1395	1390	740	1023	1211	885
220	293	209	349	312	270
1124	1133	696	187	217	185
372	414	212	268	281	321
16	30	9	377	359	382
2	4	1	52	45	73
109	56	24	1053	1236	640
896	893	545	189	166	234
2007	1980	963	1001	1169	1072
1166	1022	712	323	320	325
1	0	0	3	2	1
505	486	315	295	388	311
226	174	83	39	38	28
50	33	17	4	5	1
1	4	1	17	15	11
352	340	174	48	73	33
270	278	189	56	92	57
519	553	319	243	299	190
741	850	356	346	389	293
1031	1162	637	528	1235	507
2039	2429	1354	608	949	621
66	63	35	106	133	104
2060	2271	1194	2888	3312	2688
616	640	336	481	552	448
1697	1696	900	301	528	283
1763	1737	1295	525	624	563
0	0	0	3	6	7
182	259	167	314	379	294
68	116	31	13	16	9
1475	1359	836	6	5	3
112	376	322	34	47	28
10	20	0	3	3	6
8	20	7	122	55	96
21	21	14	20	24	39
1190	1090	556	366	515	394
675	811	704	136	325	233
3	2	0	0	1	1
987	823	554	591	667	550
202	142	106	137	123	85
5	1	1	15	18	16
246	252	158	98	221	114
9	2	2	3	5	1
1310	1243	785	4375	5949	4051
1109	818	558	339	424	309
764	822	334	727	980	782
2870	2746	1343	2335	2885	2188
1423	1291	668	271	378	308
363	371	212	139	109	91
211	221	138	109	131	96
2844	3520	1897	2069	2822	1860
2107	2609	1340	978	1251	931
5	9	4	8	75	23
0	0	0	0	0	0
3	0	1	2	4	5
0	2	1	5	5	10
0	1	0	8	8	5
0	3	0	6	12	10
26	39	17	233	452	199
369	400	257	277	296	267
0	0	0	0	1	0
30	16	13	12	14	11
0	1	0	9	3	1
7	86	55	87	74	111
71	79	38	293	368	170
1087	1292	753	1058	1427	981
951	821	439	515	718	488
279	541	240	73	136	116
1138	1154	663	327	1174	521
14	17	13	22	25	21
0	0	0	0	0	1
1859	1704	1010	1135	1263	1355
28	117	61	537	460	485
2	0	1	27	22	27
0	0	0	3	6	3
0	0	0	11	8	6
2	0	0	32	66	62
3	1	1	23	77	51
40	9	20	33	46	30
1315	1379	741	2673	2662	2043
3229	2975	1640	5362	4692	5032
136	184	113	36	51	30
95	59	41	32	26	30
5375	5114	2638	725	928	755
2346	2497	1505	563	771	733
0	0	0	1	0	1
54	156	18	6	7	2
27	18	9	70	58	57
623	574	504	1110	1670	1355
0	0	0	12	4	7
0	0	0	1	1	4
0	1	0	414	491	294
305	204	90	34	53	52
477	478	331	1292	1772	1290
706	539	484	546	720	539
2728	2115	1361	1120	1381	1060
312	239	112	992	1145	867
7005	6956	4875	350	373	278
1620	1393	883	2407	3393	2444
1147	1309	544	647	744	587
699	598	328	132	177	144
398	362	352	425	479	410
35	21	14	54	58	57
2	22	1	71	79	96
2	1	1	3	5	4
0	0	0	2	1	1
175	162	93	37	57	65
1175	1139	619	2136	2872	2175
0	0	0	27	50	35
2838	3135	1762	357	561	353
624	542	313	236	347	278
1355	1592	905	981	1429	1043
391	188	255	24	17	19
90	148	52	13	18	9
69	80	26	5	10	12
114	95	47	166	234	160
12	14	6	41	47	47
1543	1377	798	1070	1161	866
1528	1352	678	425	555	390
631	657	379	6042	6943	4967
1	7	0	681	742	631
815	944	334	45	74	39
709	728	326	320	322	164
2235	2440	1243	2351	3292	2699
734	852	427	1063	1257	934
2131	2380	1130	2103	2297	1791
1120	1063	517	430	621	499
35	60	18	88	168	84
45	140	21	603	1144	593
2	13	0	24	44	19
0	1	0	18	18	12
1	0	0	0	1	0
1872	1531	681	955	976	850
457	490	180	123	125	134
2256	59	57	46	74	32
2055	1417	767	255	386	311
1251	795	546	170	206	196
958	931	481	157	152	130
12	25	9	9	4	6
5116	5133	2349	787	751	638
634	532	435	1559	992	963
2429	2191	1562	226	313	230
3112	3012	1509	735	868	679
374	286	161	189	190	127
784	842	362	379	434	388
0	0	1	2	17	0
4	6	5	3	6	3
25	39	7	0	1	1
127	218	92	24	46	28
635	589	372	738	1120	907
7	5	2	17	22	15
1014	1132	551	385	195	91
0	1	2	1	1	5
0	0	0	0	1	1
0	0	0	14	35	3
451	536	230	73	75	81
532	586	268	169	184	168
919	829	555	721	1138	692
51	170	35	81	76	30
4701	4380	2311	525	458	273
22	44	16	81	73	70
572	99	225	594	757	624
973	1142	514	97	108	103
938	907	482	2028	2624	1924
695	611	364	303	340	312
1	3	0	4	11	2
5	29	9	8	6	1
0	1	0	0	0	0
11	21	15	3	7	7
0	0	1	1	1	0
10	19	19	15	7	5
6	0	1	1	2	1
0	0	0	13	2	7
0	0	2	324	256	150
0	0	0	1	1	0
1	1	2	0	0	0
278	270	170	54	96	77
1760	1249	916	1062	1559	544
3	5	1	299	487	176
61	85	32	113	131	92
78	74	60	341	478	169
819	735	539	432	783	308
0	1	1	105	53	42
0	0	0	5	0	1
0	0	0	3	2	9
0	0	0	3	0	0
189	140	79	164	213	150
0	1	0	71	102	44
1	0	1	20	45	29
14	0	2	2	3	3
11	38	10	0	3	1
170	76	116	8	13	4
25	19	79	11	19	11
0	0	0	0	0	1
0	0	0	11	1	6
2	35	1	1	2	1
22	52	20	51	7	48
614	574	409	1315	1680	1120
797	791	367	667	1099	747
426	474	256	1515	1183	1458
5698	6515	3402	1858	2365	1725
1740	1608	899	400	460	395
1823	1863	1125	5983	6811	5454
884	738	361	875	1342	823
593	565	265	539	605	574
533	480	274	1383	1717	292
608	603	292	2512	2664	2120
4009	4395	2159	6860	9186	6994
5860	5463	2702	478	418	812
395	435	300	11	6	21
219	150	89	155	151	163
928	993	497	570	800	612
226	428	101	241	141	131
2	1	0	3	2	3
1086	815	840	84	144	92
0	1	0	2	2	2
1690	1551	1114	1486	1772	1212
1049	1098	409	68	107	81
1602	1635	1227	1332	1605	1379
836	752	555	54	57	29
2958	3267	1412	9863	11403	9997
2	0	1	2	2	2
3295	3366	1759	3205	4213	2351
600	805	395	263	344	268
1561	1200	765	14883	21045	16153
2116	1955	1138	2217	3084	1688
309	479	160	465	422	246
4	14	2	0	1	0
907	953	464	174	204	176
1	1	1	3	6	7
0	0	0	3	6	2
957	978	800	341	498	265
0	0	0	6	9	0
2	0	0	0	7	0
985	1057	639	32	39	23
1177	1275	501	45	19	18
0	0	0	1	0	0
3	2	0	1	1	1
304	478	209	368	550	323
1327	1899	1268	6	25	4
918	1224	509	362	280	412
199	200	125	78	93	68
3	10	1	1	3	2
0	1	2	34	38	17
26	64	18	211	242	116
0	0	1	6	7	5
470	533	220	197	257	149
3164	2535	1567	586	708	604
110	78	66	426	546	429
393	359	195	471	538	570
2187	2361	1193	2340	3148	3111
874	1682	839	48	50	18
1121	1040	549	4955	6073	5274
1769	2793	1518	1370	1565	1358
276	197	114	147	226	125
6	0	0	0	18	1
2	1	1	0	0	0
0	0	0	14	3	4
0	0	0	1	7	0
12	3	4	485	500	226
0	29	2	36	8	31
1627	1917	1018	386	423	374
1136	1235	586	1559	1194	1421
30	0	5	45	84	46
1859	2283	899	159	98	108
0	0	1	51	31	40
238	185	127	1017	1180	914
1077	1042	554	3601	4039	2903
2404	2122	1035	2194	2272	1820
2392	2695	1443	1430	1928	1496
732	984	951	590	950	557
1121	1148	567	1589	1701	1409
382	332	191	640	742	556
1707	1805	961	805	917	679
2	0	0	1	0	0
1	2	0	2	1	1
8	13	8	1	4	1
262	344	33	6	9	5
1569	1102	618	40	21	31
791	626	411	800	954	666
907	1086	374	146	215	173
652	739	275	232	279	224
3408	3522	2009	1624	1602	1159
1842	2063	1221	587	737	612
28866	28450	13119	2229	3011	2299
174	78	122	28	35	27
27	38	23	26	28	21
313	515	321	477	467	316
2	1	2	36	65	46
316	269	150	190	282	194
1	3	1	1896	2406	1950
16	13	12	7469	9093	7096
1119	998	681	3859	4786	3263
770	464	304	193	241	123
39	31	24	21	26	16
3	8	1	1	3	3
2	2	1	0	0	0
1319	1237	1006	0	2	4
0	0	0	3	11	3
831	858	603	109	123	92
0	0	0	0	0	0
0	0	0	9	19	8
2040	2078	1193	839	1018	880
3116	3518	1526	470	587	474
229	283	133	148	169	121
0	0	0	0	4	1
0	0	0	0	0	0
17	29	13	5	8	2
25	24	24	13	12	13
2	1	0	5	5	2
0	0	0	4	3	0
0	1	1	1	2	1
0	0	0	5	1	2
2239	2645	1152	2646	2745	2639
0	2	0	8	7	5
0	0	0	0	0	1
0	0	0	3	1	0
0	0	1	1	3	1
3	1	3	1	0	1
0	1	0	5	2	3
158	176	91	49	37	65
1	1	0	22	26	13
1134	888	666	29	37	10
722	654	404	722	803	501
51	32	18	24	41	28
61	59	38	397	646	511
0	3	0	43	31	26
12	41	16	37	24	19
4077	3507	2248	2014	3178	1851
509	323	273	5024	6318	3606
27	9	16	56	66	60
555	654	302	294	365	312
301	222	140	290	326	211
27	65	27	149	144	87
104	100	104	5116	5551	4088
238	294	140	288	502	197
64	78	24	49	113	47
19	7	10	3	1	3
0	0	0	4	1	4
1900	1965	1009	397	442	348
1907	1441	881	182	296	148
409	345	241	81	36	47
767	562	342	715	639	425
1742	1645	918	131	107	79
1903	1804	1035	731	877	783
2316	2039	1107	781	766	615
628	678	278	728	730	625
3	1	0	0	1	0
6	4	3	0	1	1
0	2	0	2	2	8
1	1	2	26	69	16
2	0	3	4	10	11
18	3	19	5	4	2
5575	5015	2642	32	100	32
53	122	34	5	5	3
0	0	0	8	4	0
0	0	0	43	13	10
4	0	16	5	6	23
0	0	0	0	1	0
0	0	0	27	13	13
0	0	1	20	13	8
31	138	36	413	299	265
0	0	0	0	2	0
0	0	0	0	0	0
0	1	0	2	4	9
1477	1431	1257	1249	1839	1382
0	5	1	3	12	7
3	0	0	3	3	3
4792	4889	2803	2118	2542	2226
2	1	1	110	96	108
8	13	4	61	38	35
3717	2930	2647	1330	1084	839
1872	2037	922	2963	3112	2453
3	13	4	3	4	4
1211	1183	622	888	1023	681
660	588	362	510	914	596
934	820	407	555	676	477
12	0	0	4	8	12
4	0	0	1	3	5
10	7	1	7	4	16
36	29	10	1	2	0
3	3	0	0	0	0
27	16	10	6	9	3
95	54	47	16	27	14
47	36	15	43	33	21
7	27	12	3	1	0
215	259	130	200	318	327
589	721	360	43	111	83
2135	2449	947	223	372	258
1299	1437	679	48	38	23
1404	1699	932	91	228	147
9226	9664	5591	3081	2548	2308
3	2	2	3	0	0
1120	1223	804	18	27	16
144	153	123	15	35	41
429	542	396	19	43	54
213	215	88	75	29	42
18	8	12	24	15	8
1239	808	830	1034	1071	563
5	0	6	92	45	36
0	0	0	3	16	5
0	0	0	0	8	2
1172	1150	647	219	228	224
0	0	0	1	1	0
0	0	0	1	0	5
0	0	0	18	20	5
0	0	0	2	2	0
168	246	129	117	109	109
403	555	240	262	223	247
5	10	5	152	232	156
369	339	203	480	583	400
1	0	0	47	40	35
8615	7891	3800	1848	2158	1948
2735	3011	1577	539	645	578
18	7	7	24	30	19
0	0	0	0	0	0
43	44	32	41	71	38
3672	3590	1663	722	943	661
1479	1919	946	5511	8668	4827
0	1	0	1	3	2
7	16	3	15	20	8
1771	1594	971	1881	2511	2200
2	1	3	26	42	25
35	26	13	5	5	3
1068	729	615	479	618	468
143	163	67	37	44	33
1391	1443	735	457	601	433
0	0	0	77	55	99
0	0	0	5	3	1
0	0	0	193	120	128
0	0	0	15	40	1
0	1	0	3	52	5
0	0	0	0	0	2
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
30	27	9	5	40	3
427	358	290	547	478	328
6	1	29	11	6	11
0	0	0	0	0	0
0	0	0	1	1	0
1	1	1	5	3	3
802	612	324	452	569	377
1566	1320	750	17092	17799	14918
490	516	310	1146	1407	874
7	6	2	17	28	10
0	2	0	4	4	1
78	46	87	131	123	152
0	1	0	3	8	5
730	765	332	622	652	711
110	119	110	225	245	198
2	6	0	16	11	18
571	637	266	8773	11313	9148
2035	2068	1179	3020	3718	2905
1502	1584	808	309	419	308
123	91	76	760	1093	929
1	1	2	1	2	2
3	2	3	0	3	2
105	44	21	59	62	64
4	1	0	29	39	29
2	10	4	5494	6413	3751
1684	1567	741	8547	9922	8141
1232	1142	482	2390	2214	2601
5540	5172	2588	9325	10500	10161
224	433	30	14	9	6
450	485	337	108	173	114
40	44	21	122	101	74
0	0	0	12	22	14
0	1	0	1	3	0
489	347	228	158	96	133
437	404	194	11	4	6
0	0	0	3	31	1
0	1	0	1	3	1
6	2	0	326	327	401
1069	1222	605	765	794	1136
2	1	0	5	8	7
3004	3437	1761	4418	4807	3820
1184	1050	600	594	677	438
1	4	1	68	119	67
3	16	3	212	289	179
1	10	0	0	1	0
4	0	2	1	0	2
233	213	126	433	392	263
19	99	16	354	634	202
20	40	11	45	105	77
13	27	4	34	53	59
322	439	199	518	536	387
80	113	60	2667	2755	2294
14553	15073	8982	9202	9339	6990
423	351	278	82	98	70
2233	2067	1219	234	278	199
1623	1529	793	410	522	391
760	770	364	836	823	635
411	380	173	106	119	99
0	0	0	1	2	1
297	231	223	636	746	602
168	169	110	296	596	431
380	258	353	4	8	7
0	0	0	6	20	9
309	318	187	218	290	198
0	0	0	1	1	1
0	0	0	0	0	0
0	0	0	5	1	1
0	0	0	1	3	1
305	252	237	198	159	163
0	0	0	1	0	0
207	183	133	396	492	343
0	0	1	0	1	0
0	0	0	0	2	2
0	0	0	12	0	0
347	263	146	169	206	203
1077	1449	812	369	484	452
55	10	5	5	4	3
4	0	0	2	6	7
38	259	29	16	24	22
299	273	119	58	46	50
555	492	243	522	1157	457
4234	5018	2476	6054	5647	4329
0	0	0	2	10	1
1467	1597	726	433	729	491
1099	1142	439	783	974	690
378	405	207	318	275	359
3	2	0	5	4	5
0	0	0	9	5	17
501	579	272	399	404	327
563	993	443	144	169	111
0	0	0	1	1	3
3	2	1	3	7	2
916	1688	961	8	28	8
623	515	277	490	1437	540
246	153	103	32	90	43
641	420	205	108	153	98
822	955	566	1444	1784	1594
6	1	0	6	11	3
78	340	353	71	59	86
0	0	0	0	1	0
5	0	0	2	3	5
15	23	11	6	8	5
1	0	0	2	5	1
0	0	0	52	66	55
705	694	365	1242	1868	1220
480	583	293	698	624	733
186	156	63	406	665	356
314	50	169	43	49	54
0	0	0	2	4	1
33	13	2	74	177	65
0	0	0	14	3	3
573	279	128	71	100	37
730	777	742	2995	5128	3096
0	0	0	2	0	0
0	0	0	0	1	1
309	98	51	122	174	41
1265	1257	741	6680	7036	5778
274	328	166	23	28	25
909	604	435	60	84	70
0	1	0	2	0	4
0	1	0	225	66	84
0	0	0	71	26	16
0	0	0	24	84	18
6	4	3	11	8	42
92	220	66	9	14	20
0	0	0	16	6	14
592	617	343	131	156	104
598	302	217	67	89	86
3	20	12	83	149	117
263	206	121	2251	2543	1997
1145	854	429	866	2331	947
1094	1073	576	287	504	269
139	61	65	19	291	10
1	3	0	22	13	4
0	0	0	10	17	15
393	340	144	196	538	428
39	159	96	22	40	15
2137	1964	1061	366	424	343
897	1204	578	616	530	476
26	81	12	84	47	38
494	463	410	3424	3493	3074
1	0	0	54	100	51
5	2	3	286	396	261
0	1	1	354	402	182
1	1	0	331	135	228
0	0	0	37	4	17
2	0	0	1	0	1
43	38	27	327	267	261
1	1	0	1	4	1
750	704	427	2258	2777	2563
639	655	406	749	746	562
842	575	373	1511	1889	1436
3913	2978	1746	1000	1312	855
94	34	16	72	55	21
1325	1048	702	19	43	36
534	393	306	531	725	435
236	182	118	112	165	118
987	897	571	740	931	745
1409	1075	610	5393	10101	6709
1501	2003	1197	172	245	231
94	122	58	20	21	21
3	0	4	15	5	1
2	3	6	6	12	6
1071	1040	489	498	539	431
34	95	21	249	117	123
1494	1307	898	1125	1806	1873
505	934	390	331	429	283
1647	1650	965	1804	1937	1484
0	0	0	12	16	9
368	316	162	131	116	123
1093	1024	667	271	361	201
215	156	90	785	1084	1078
1	0	0	7	5	1
1928	1604	883	3937	4553	3651
1511	1108	668	982	1562	685
589	485	288	239	279	224
2177	2264	985	80	99	59
778	355	265	380	429	168
0	0	0	1	0	1
2935	3173	1784	704	818	765
229	211	73	100	29	89
1349	1110	720	99	210	104
7702	7600	4334	4083	3641	3346
5	0	3	5	3	0
3	2	2	31	43	34
631	394	436	165	104	190
1188	1133	693	343	585	740
5	4	2	11	13	11
0	0	1	1	1	0
8	9	3	101	203	77
1794	1592	869	2072	2280	1901
161	281	111	119	122	84
0	0	0	10	1	21
1430	1644	1041	3332	4326	3300
1840	1876	926	1814	2220	1629
17	18	22	3404	4492	3249
1092	1005	690	764	1110	674
752	796	392	298	263	359
1894	1726	1200	2616	3254	2608
2360	2723	1533	5727	6566	4013
5	12	6	9	9	8
1245	1153	568	1198	1502	780
33813	32077	19301	66403	72129	57389
5724	4891	2746	1141	1557	1261
0	0	0	6	4	2
3704	3298	1818	756	901	699
5	0	0	8	14	6
17	3	3	16	21	15
108	74	30	45	38	48
495	351	247	71	131	98
7	0	1	4	15	9
1	17	0	41	40	47
1138	1055	711	694	965	827
15	7	7	20080	23106	16172
54	41	15	8	5	7
223	71	148	146	250	127
561	1174	629	109	113	72
894	1007	587	107	118	77
1932	1703	794	1374	1791	1453
431	525	179	490	404	391
285	631	143	52	92	50
682	1249	503	207	319	231
0	1	0	0	0	0
1907	1821	925	2609	4730	3063
3732	3733	1974	4130	6142	4425
404	392	427	1253	1301	910
3	6	7	9018	11028	8425
6346	5785	3320	2802	3604	2643
985	929	379	545	1286	640
0	0	0	0	0	0
454	410	274	43	105	47
8	27	39	46	75	45
1	0	1	2	2	2
862	853	773	710	996	702
20	12	9	3	10	4
0	0	0	0	1	0
43	53	56	13	11	17
14	13	7	6	2	14
9622	9665	6950	6145	6439	5297
933	970	450	296	369	341
17	5	4	4	3	5
7	0	0	4	9	4
1865	1157	733	478	707	479
512	391	224	167	218	187
1510	1337	803	280	355	301
264	376	245	715	1068	969
24	13	10	40	49	50
0	0	0	17	1	68
0	0	0	6	7	1
0	4	1	1696	2232	1497
239	295	182	2019	2728	2258
1	0	0	3	3	2
0	0	0	1	6	4
5190	4892	3275	3133	3607	2479
0	0	0	0	0	0
571	494	299	134	150	127
2618	2695	1512	1291	1850	1536
0	0	0	1	1	0
0	3	1	5	9	7
0	0	0	3	15	2
0	0	0	6	13	15
588	654	328	386	552	342
0	0	0	3	2	1
0	0	0	18	17	6
1445	1414	698	308	439	309
367	226	173	71	131	57
3	1	0	64	44	9
0	0	0	3	5	3
564	723	385	35	127	112
1210	1159	808	237	335	159
45	81	15	27	36	21
0	0	0	9	16	20
518	2145	577	59	65	56
6	0	5	2	0	2
1277	983	698	2173	1971	1883
1173	1015	606	683	937	664
671	943	294	134	325	99
0	0	0	4	7	8
481	545	399	233	228	209
2009	534	1381	424	396	395
1	0	0	0	0	0
1142	1056	529	827	960	877
1244	1228	596	1190	1513	951
311	194	121	296	218	212
0	0	1	2	12	5
162	149	53	110	279	196
0	1	0	3	0	2
0	0	0	1	1	0
1	0	1	0	0	0
1	0	2	1	0	1
3	0	0	8	12	4
0	0	0	6	10	1
1	0	0	47	45	236
0	0	0	113	89	38
538	580	362	147	110	102
879	763	513	1238	1521	1318
995	1253	516	589	841	590
3	4	1	52	41	27
684	714	406	432	455	599
1165	1304	828	353	492	429
83	82	35	184	189	123
147	87	42	235	291	126
1254	1013	858	162	226	176
16	18	3	13	15	15
16	14	24	46	59	48
3180	3380	1611	1150	1371	1109
42	9	2	69	76	77
1110	1169	657	579	633	575
1913	1791	830	5609	6432	4904
861	718	347	280	348	212
1992	1905	875	2129	2302	1632
1725	1470	964	709	609	549
0	0	0	15	10	6
0	0	0	2	0	2
1763	1594	737	279	447	267
3352	2973	1806	1918	3112	2129
1344	1149	587	2199	2447	2068
764	892	393	145	111	148
0	0	1	6	1	3
0	0	0	1	1	0
0	0	0	1	2	0
0	0	0	0	4	0
0	0	0	5	19	2
384	454	173	108	87	56
1	1	0	3	9	3
0	1	1	45	155	68
0	0	0	2	1	0
852	893	453	22	33	17
4	5	2	0	0	2
0	1	1	4	3	0
0	0	0	1	2	1
0	0	1	1	0	0
0	0	1	0	0	0
0	0	0	0	0	0
0	0	0	2	0	1
0	0	0	1	4	0
1258	1247	633	443	615	489
0	0	0	1	1	0
2007	2122	1179	1058	1327	882
0	0	0	122	278	121
0	1	0	4	8	7
0	0	0	13	6	18
31	78	49	178	258	88
0	0	0	2	3	0
0	0	0	0	0	0
0	0	0	2	0	1
0	0	0	1	4	2
1491	1353	856	1373	2193	1175
0	0	0	4	1	1
0	1	0	0	0	1
11	16	13	121	31	57
85	25	18	1473	2817	1716
110	74	40	61	97	58
1030	1223	613	928	1456	1129
59	42	22	124	116	91
83	43	31	7	16	5
306	178	169	9	18	15
2663	2414	1483	53	230	88
1	0	1	0	4	1
573	611	492	1514	1403	1529
0	0	0	1	2	1
224	332	169	778	791	796
3	3	1	457	542	575
668	1027	458	582	772	656
0	0	0	0	1	0
0	0	0	0	0	0
1	2	2	660	795	980
0	0	0	0	0	1
1	3	0	5	2	1
203	69	22	51	51	66
0	0	1	90	28	97
9	22	4	601	895	611
757	721	534	734	649	569
738	706	348	423	497	397
603	965	554	180	191	198
7582	6868	4032	4410	4023	3252
3882	3254	1981	1462	1820	1350
2	7	2	128	145	178
0	3	0	49	74	42
540	991	413	950	1275	961
471	505	293	1596	1694	1581
109	80	88	14	22	17
0	0	0	2	1	3
0	0	0	2	1	1
896	748	569	205	187	197
0	0	0	18	29	20
1	1	0	18	5	37
0	0	0	0	0	0
0	0	0	0	0	1
0	0	0	0	0	0
81	119	113	100	159	131
1	1	1	0	2	1
52	53	39	354	292	296
0	0	0	2	1	0
2	1	3	3	0	2
0	0	0	1	0	0
0	1	0	8	23	20
0	0	0	0	53	12
0	0	0	1	2	0
21	27	3	0	6	2
1	0	1	4	1	1
0	0	0	5	9	7
9182	5961	4118	2527	2025	2398
193	12	36	11	6	8
17	3	1	7	4	5
6	4	2	0	1	1
3514	4608	3299	279	268	166
318	408	332	10	16	5
1036	658	569	996	1195	1139
0	0	0	567	579	276
40	60	23	2	1	2
847	739	371	4582	4510	3663
2219	2294	1161	764	827	760
889	654	503	3151	3610	3426
363	421	172	139	96	74
8900	8174	5402	4809	4490	2884
105	141	68	23	47	22
242	262	168	56	39	55
710	777	304	71	56	77
4	0	0	2	3	4
148	289	69	275	175	199
207	390	134	241	183	217
134	142	74	55	67	40
491	315	226	4383	5726	4555
7	6	5	3701	5976	3542
92	86	55	285	411	339
151	147	79	45	59	58
84	82	43	38	25	40
2338	2184	1398	877	1021	860
1211	1138	550	4282	5355	3486
115	69	56	48	139	43
81	42	48	31	98	28
14	4	1	0	16	2
90	63	59	6	14	8
67	67	25	9	23	13
10	1	2	2	10	0
10	3	8	4	15	6
6	3	2	3	2	1
8	2	7	1	0	2
0	3	1	0	0	0
1360	1313	1212	310	333	156
157	60	59	56	88	20
162	86	26	98	118	26
20	43	26	0	0	2
430	404	194	64	93	68
287	261	133	54	63	66
2553	2438	931	132	209	200
204	282	226	19	24	21
1305	1344	628	1131	1470	1454
724	739	457	555	655	436
696	640	346	852	973	802
758	929	518	584	461	602
8	1	0	21	24	18
3	28	24	3	0	3
1202	716	481	505	747	473
8	16	14	11	21	14
43	49	23	47	49	47
1913	1397	1190	67	134	92
15	7	4	1	4	1
2	2	1	77	109	65
5	10	7	11	20	14
0	0	0	87	122	42
653	645	368	158	200	188
4364	3889	2037	2617	3591	2460
10670	10527	5715	1865	2371	1806
458	427	265	9	26	24
531	784	436	81	181	131
139	142	104	22	29	18
2435	2740	1449	1867	2951	2239
0	1	0	0	1	0
1	4	0	2	4	0
3	6	1	10	13	14
50	74	23	32	36	27
492	418	256	324	412	349
1165	1096	541	562	976	611
2362	2151	1253	733	1055	710
4032	3868	2319	16812	20545	14684
559	751	476	801	955	619
23	19	14	34	36	34
4226	4003	2580	1430	1785	1337
18	22	12	10	9	6
721	622	392	470	525	452
3471	3053	2315	72	82	86
57	114	60	16	11	8
2003	2013	994	699	1067	1548
1883	2077	1014	3969	5838	3931
452	424	238	556	556	544
0	0	0	1	0	1
303	293	200	169	211	131
133	168	99	134	164	100
7	1	1	18	29	21
0	0	0	8	9	6
2925	3067	2076	484	681	548
225	260	180	117	96	77
1465	1528	657	1223	1502	1277
2	1	0	1	2	1
1051	1080	565	184	307	253
0	0	0	0	0	0
3464	3449	2058	704	789	972
130	123	85	26	32	47
3355	3189	1924	10310	11162	8031
1011	792	435	1276	1295	829
462	610	351	956	1268	1344
662	921	378	924	1108	1237
461	623	345	101	83	128
1854	1479	697	872	833	708
1190	1283	497	4220	4241	3326
240	254	135	908	890	743
1572	1569	972	1228	1573	1207
524	487	291	609	780	562
1474	1080	887	268	364	319
2173	1594	1150	431	535	378
2865	2844	1353	1279	1312	1074
190	184	215	214	193	159
2051	2166	1162	2615	2961	2357
193	57	77	2441	4896	2732
130	85	50	94	63	57
794	852	541	555	928	585
887	647	379	2332	1771	2225
2159	2210	1241	1928	2221	1804
1	0	0	2	4	7
0	0	0	0	0	0
0	0	0	14	16	18
0	0	0	6	19	9
3	2	1	39	2	3
0	0	0	2	0	0
8	2	4	28	52	35
897	490	390	23	35	41
253	175	173	20	51	34
69	159	85	121	175	162
1022	1017	573	368	484	415
34	44	22	92	165	104
30	47	11	737	1069	572
1547	1383	980	1676	2373	1665
230	257	115	25	25	18
1283	864	591	163	218	161
4196	4254	2273	3860	4781	4434
26	34	16	4	2	3
37	39	24	1	5	6
1162	929	419	3044	4288	2818
3622	3755	2340	247	251	228
33	4	2	8	17	6
505	521	299	5394	6311	5050
25	25	5	12	22	13
587	451	262	973	1707	964
66	25	27	49	58	55
4004	4058	2101	2518	2523	2341
24	47	32	26	14	22
242	223	115	420	417	389
4036	4615	2595	9787	9112	9256
282	290	132	202	312	271
0	0	0	0	2	0
10791	10170	7378	1230	2041	1563
992	717	406	908	846	906
2061	2079	1252	3016	3295	3145
6802	6952	3769	6189	7625	6358
3238	3156	1903	4856	6427	4590
1466	1645	817	4471	5073	3211
179	294	196	393	404	455
966	801	502	728	829	652
328	247	211	151	172	137
450	595	288	680	1116	1032
2341	2039	1641	76	111	73
0	0	0	0	0	0
148	182	98	25	38	36
33	22	13	3	6	4
1	0	0	1	0	1
0	0	0	9	0	2
0	0	0	0	1	1
0	0	0	3	14	2
0	0	0	5	23	11
1	5	1	3	0	4
0	0	0	0	1	1
0	1	0	12	21	5
0	0	0	0	0	0
1	0	0	0	0	0
0	2	0	2	4	5
0	0	0	6	2	7
720	745	319	494	548	823
792	704	367	2136	2184	1450
4	4	4	13	21	12
38	69	16	0	3	0
1	3	0	3	1	1
127	72	28	5	6	3
10	24	2	45	102	23
15	14	9	7	11	9
4	0	0	0	2	1
56	24	31	11	14	2
993	1211	623	356	515	339
11	2	4	3	12	12
5	3	5	107	90	70
0	0	0	0	0	0
2296	2516	1842	578	610	463
1171	1081	648	373	387	324
4605	4809	2276	3556	3805	3167
0	0	0	0	0	0
5	0	0	0	2	2
7	1	0	0	1	3
1642	1182	764	6749	8818	6218
2305	1978	1324	1875	4384	1838
1797	1560	863	443	850	560
289	280	102	127	153	125
7868	6321	4151	4362	5162	3890
1	0	0	0	2	1
2	5	3	17	14	13
92	84	30	31	22	30
20	13	8	70	220	101
0	1	0	15	23	15
0	1	0	72	64	58
7	18	10	0	0	1
491	494	585	163	164	137
32	54	43	19	18	12
3	0	1	1	63	8
69	109	47	4	16	17
